epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,1128.26,0.64755,0.55118,1.00043,0.30406,0.19228,0.22073,0.13091,1.4899,3.31864,1.75683,0.000357893,0.000357893,0.000357893
83,1142.14,0.6204,0.57367,1.01016,0.23771,0.1806,0.19551,0.11665,1.40682,3.26061,1.67851,0.000352817,0.000352817,0.000352817
84,1156.82,0.63573,0.57619,1.00788,0.20496,0.23639,0.22519,0.12271,1.4467,2.98494,1.76831,0.000347742,0.000347742,0.000347742
85,1166.78,0.64284,0.56249,0.99864,0.2879,0.30578,0.28216,0.16039,1.60928,2.70092,1.8681,0.000342666,0.000342666,0.000342666
86,1180.88,0.62468,0.52677,0.99209,0.42552,0.19767,0.22067,0.11929,1.59901,2.95655,1.82287,0.000337591,0.000337591,0.000337591
87,1191.98,0.61142,0.53911,0.9765,0.38767,0.19326,0.18073,0.10834,1.5028,2.93943,1.69392,0.000332516,0.000332516,0.000332516
88,1206.62,0.64415,0.58019,1.01568,0.36351,0.21649,0.23918,0.15712,1.4191,2.79657,1.63783,0.00032744,0.00032744,0.00032744
89,1218.47,0.63754,0.55181,0.98809,0.34901,0.28465,0.19976,0.1376,1.44629,2.67872,1.70584,0.000322365,0.000322365,0.000322365
90,1235.12,0.62705,0.56291,0.97988,0.37609,0.2534,0.22419,0.15392,1.47114,2.75881,1.75848,0.000317289,0.000317289,0.000317289
91,1245.62,0.62297,0.53912,0.99044,0.43235,0.26088,0.26331,0.1863,1.50537,2.75366,1.78718,0.000312214,0.000312214,0.000312214
92,1264.23,0.60718,0.55005,0.98734,0.40815,0.31803,0.27614,0.20403,1.42304,2.78464,1.67991,0.000307139,0.000307139,0.000307139
93,1281.06,0.60691,0.5439,0.99269,0.40335,0.28231,0.26118,0.1876,1.44209,2.84502,1.64441,0.000302063,0.000302063,0.000302063
94,1294.44,0.59945,0.50834,0.97856,0.36573,0.24909,0.24883,0.16971,1.42277,2.84652,1.63496,0.000296988,0.000296988,0.000296988
95,1309.46,0.56732,0.47501,0.95767,0.33409,0.25082,0.21271,0.1602,1.37159,2.7104,1.64199,0.000291912,0.000291912,0.000291912
96,1320.24,0.58682,0.50184,0.96341,0.55886,0.22448,0.24162,0.16953,1.39617,2.68356,1.7131,0.000286837,0.000286837,0.000286837
97,1336.12,0.63551,0.53193,1.02279,0.21921,0.23639,0.24501,0.17349,1.42504,2.81196,1.7288,0.000281762,0.000281762,0.000281762
98,1345.86,0.6089,0.52226,0.98641,0.54294,0.29644,0.3344,0.22669,1.44908,2.87672,1.67907,0.000276686,0.000276686,0.000276686
99,1362.38,0.59721,0.51012,0.98222,0.61444,0.35425,0.38365,0.27176,1.3969,2.67682,1.64446,0.000271611,0.000271611,0.000271611
100,1372.99,0.60596,0.50493,0.98065,0.58545,0.31505,0.39601,0.29097,1.40248,2.64082,1.63064,0.000266535,0.000266535,0.000266535
101,1388.74,0.56891,0.48124,0.96723,0.55078,0.28789,0.36409,0.23872,1.37754,2.75666,1.62528,0.00026146,0.00026146,0.00026146
102,1398.55,0.60099,0.5109,0.98446,0.72325,0.25598,0.34174,0.24378,1.36493,2.7478,1.61962,0.000256385,0.000256385,0.000256385
103,1414.12,0.58761,0.51316,0.99849,0.74184,0.25947,0.33282,0.23188,1.36071,2.636,1.65509,0.000251309,0.000251309,0.000251309
104,1427.08,0.5579,0.47015,0.97033,0.61037,0.30782,0.36853,0.24744,1.3912,2.47117,1.72253,0.000246234,0.000246234,0.000246234
105,1440.68,0.58058,0.47621,0.9779,0.52933,0.30782,0.38075,0.24866,1.41226,2.51777,1.74184,0.000241158,0.000241158,0.000241158
106,1453.38,0.53097,0.48482,0.9627,0.66652,0.2551,0.33832,0.23066,1.39749,2.62761,1.71118,0.000236083,0.000236083,0.000236083
107,1465.9,0.52733,0.45642,0.9521,0.67124,0.2311,0.35556,0.25618,1.35709,2.74872,1.67036,0.000231008,0.000231008,0.000231008
108,1479.04,0.57353,0.49163,0.98407,0.15633,0.20508,0.25376,0.18167,1.37745,2.77372,1.68776,0.000225932,0.000225932,0.000225932
109,1491.09,0.57613,0.48098,0.95534,0.10082,0.51633,0.2623,0.19022,1.35905,2.70621,1.71795,0.000220857,0.000220857,0.000220857
110,1504.24,0.54296,0.48655,0.97122,0.2942,0.21095,0.23974,0.1795,1.39729,2.77423,1.74331,0.000215781,0.000215781,0.000215781
111,1519.43,0.5344,0.46038,0.94161,0.76407,0.12181,0.21953,0.14616,1.42832,2.94583,1.76703,0.000210706,0.000210706,0.000210706
112,1529.35,0.54638,0.47887,0.94949,0.71546,0.13984,0.24994,0.17243,1.40844,2.8648,1.71056,0.000205631,0.000205631,0.000205631
113,1544.46,0.52796,0.44727,0.93649,0.384,0.29426,0.29183,0.20737,1.43869,2.77336,1.66525,0.000200555,0.000200555,0.000200555
114,1555.09,0.51333,0.42657,0.94293,0.34534,0.36514,0.36573,0.27943,1.41438,2.6929,1.63154,0.00019548,0.00019548,0.00019548
115,1570.17,0.53627,0.44529,0.96853,0.3269,0.32532,0.37406,0.29289,1.38683,2.72008,1.57492,0.000190404,0.000190404,0.000190404
116,1582.34,0.51347,0.42159,0.93951,0.30489,0.31899,0.36526,0.31112,1.32982,2.68511,1.53443,0.000185329,0.000185329,0.000185329
117,1595.6,0.50728,0.42773,0.91822,0.30774,0.32483,0.34424,0.28626,1.32006,2.70269,1.52798,0.000180254,0.000180254,0.000180254
118,1610.2,0.51573,0.43793,0.93604,0.92513,0.20489,0.33131,0.27878,1.34567,2.79433,1.5491,0.000175178,0.000175178,0.000175178
119,1622.31,0.4709,0.42039,0.93456,0.30427,0.27393,0.32686,0.25072,1.33095,2.81505,1.54194,0.000170103,0.000170103,0.000170103
120,1636.45,0.51097,0.41838,0.92931,0.26917,0.29468,0.32938,0.24703,1.30782,2.79387,1.53,0.000165027,0.000165027,0.000165027
121,1648.61,0.49539,0.41497,0.94534,0.31544,0.32293,0.34274,0.24071,1.28927,2.58825,1.54696,0.000159952,0.000159952,0.000159952
122,1663.97,0.50734,0.42301,0.95753,0.30333,0.34712,0.3659,0.27827,1.27672,2.43031,1.58012,0.000154877,0.000154877,0.000154877
123,1674.11,0.50442,0.43346,0.94778,0.23829,0.34184,0.3333,0.23971,1.31584,2.48483,1.66238,0.000149801,0.000149801,0.000149801
124,1690.97,0.49263,0.42708,0.94711,0.26371,0.33788,0.32029,0.22662,1.35247,2.62221,1.71788,0.000144726,0.000144726,0.000144726
125,1702.06,0.49771,0.42991,0.93602,0.22475,0.28096,0.31104,0.22044,1.38469,2.61741,1.78669,0.00013965,0.00013965,0.00013965
126,1718.67,0.50425,0.43145,0.94271,0.23018,0.27694,0.30745,0.21757,1.3846,2.5763,1.763,0.000134575,0.000134575,0.000134575
127,1731.29,0.4491,0.38962,0.92458,0.24118,0.26243,0.3053,0.21231,1.38943,2.67869,1.72154,0.0001295,0.0001295,0.0001295
128,1748.69,0.50237,0.42046,0.93493,0.25801,0.25777,0.28793,0.20952,1.38022,2.75631,1.67596,0.000124424,0.000124424,0.000124424
129,1765.81,0.48714,0.42628,0.92235,0.2312,0.2585,0.2665,0.1868,1.35769,2.80049,1.6212,0.000119349,0.000119349,0.000119349
130,1778.05,0.49273,0.41471,0.93467,0.15349,0.46395,0.27437,0.19243,1.35659,2.83234,1.62648,0.000114273,0.000114273,0.000114273
131,1794.03,0.46791,0.38631,0.91905,0.14719,0.46905,0.26988,0.18661,1.36247,2.83613,1.63279,0.000109198,0.000109198,0.000109198
132,1803.48,0.47282,0.40152,0.93176,0.21256,0.29015,0.28125,0.19282,1.35823,2.84827,1.62566,0.000104123,0.000104123,0.000104123
133,1820.28,0.48136,0.40373,0.92826,0.30503,0.33898,0.30726,0.20466,1.35755,2.85118,1.64265,9.90472e-05,9.90472e-05,9.90472e-05
134,1830.08,0.48095,0.40175,0.92413,0.29086,0.29824,0.31208,0.2183,1.36611,2.823,1.67836,9.39718e-05,9.39718e-05,9.39718e-05
135,1846.07,0.45931,0.38653,0.92125,0.3011,0.29865,0.32384,0.22714,1.34333,2.77684,1.66402,8.88964e-05,8.88964e-05,8.88964e-05
136,1858.57,0.48117,0.39806,0.91363,0.30905,0.29995,0.32613,0.22804,1.3414,2.80843,1.6524,8.3821e-05,8.3821e-05,8.3821e-05
137,1872.6,0.48416,0.4061,0.92886,0.47078,0.28053,0.31237,0.22273,1.37314,2.91931,1.67046,7.87456e-05,7.87456e-05,7.87456e-05
138,1886.19,0.44979,0.38206,0.92262,0.44248,0.2551,0.30175,0.22746,1.37191,2.93209,1.68261,7.36702e-05,7.36702e-05,7.36702e-05
139,1900.11,0.43097,0.39059,0.92668,0.43142,0.25572,0.30511,0.23025,1.36436,2.84343,1.6908,6.85948e-05,6.85948e-05,6.85948e-05
140,1915.04,0.41914,0.38055,0.91098,0.46698,0.2551,0.30447,0.23241,1.35552,2.85483,1.67916,6.35194e-05,6.35194e-05,6.35194e-05
141,1944.15,0.40744,0.37646,0.87824,0.26888,0.27127,0.32225,0.23581,1.39196,2.81866,1.77015,5.8444e-05,5.8444e-05,5.8444e-05
142,1958.02,0.38185,0.33473,0.87426,0.33831,0.30644,0.33398,0.24727,1.35613,2.87731,1.69797,5.33686e-05,5.33686e-05,5.33686e-05
143,1971.23,0.39084,0.33529,0.87472,0.33716,0.31067,0.326,0.23985,1.42497,2.89727,1.7638,4.82932e-05,4.82932e-05,4.82932e-05
144,1990.11,0.36284,0.31123,0.83821,0.31975,0.31589,0.33187,0.25536,1.40833,2.91,1.73402,4.32178e-05,4.32178e-05,4.32178e-05
145,2003.39,0.35324,0.30186,0.8326,0.29775,0.30891,0.3733,0.28369,1.38098,2.87259,1.71337,3.81424e-05,3.81424e-05,3.81424e-05
146,2020.11,0.40936,0.36216,0.89382,0.35503,0.31814,0.40072,0.29228,1.36705,2.8944,1.68399,3.3067e-05,3.3067e-05,3.3067e-05
147,2029.16,0.37768,0.30608,0.85038,0.52611,0.25353,0.38141,0.28974,1.35486,2.87158,1.66614,2.79916e-05,2.79916e-05,2.79916e-05
148,2045.88,0.36331,0.30995,0.85539,0.47123,0.31109,0.3873,0.29466,1.35761,2.86915,1.67861,2.29162e-05,2.29162e-05,2.29162e-05
149,2057.57,0.36796,0.32178,0.85174,0.32709,0.2774,0.39321,0.28694,1.34892,2.90274,1.66451,1.78408e-05,1.78408e-05,1.78408e-05
150,2072.8,0.34872,0.29468,0.84809,0.257,0.24483,0.37987,0.27709,1.34823,2.92717,1.66276,1.27654e-05,1.27654e-05,1.27654e-05
