epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,375.085,0.91539,0.93551,1.17046,0.49275,0.27517,0.26613,0.16447,1.51501,2.47053,1.81286,0.000357893,0.000357893,0.000357893
29,391.983,0.85905,0.85393,1.12522,0.4347,0.32384,0.26141,0.14129,1.55083,2.51853,1.82379,0.000342666,0.000342666,0.000342666
30,403.843,0.86247,0.87148,1.13203,0.37629,0.27177,0.24771,0.1562,1.62196,2.61051,1.90165,0.00032744,0.00032744,0.00032744
31,417.818,0.83514,0.87711,1.12241,0.51936,0.26226,0.28023,0.18811,1.53105,2.4151,1.90643,0.000312214,0.000312214,0.000312214
32,431.661,0.8393,0.78343,1.10021,0.5573,0.28556,0.30333,0.18612,1.59539,2.35835,1.96896,0.000296988,0.000296988,0.000296988
33,442.485,0.80584,0.81789,1.10575,0.62332,0.25986,0.32231,0.19386,1.61844,2.37233,1.91062,0.000281762,0.000281762,0.000281762
34,456.387,0.8113,0.81626,1.13044,0.6548,0.29518,0.35545,0.21583,1.50114,2.29552,1.80649,0.000266535,0.000266535,0.000266535
35,469.139,0.79294,0.77774,1.09142,0.42986,0.36517,0.33853,0.21801,1.53957,2.26465,1.81986,0.000251309,0.000251309,0.000251309
36,480.093,0.76721,0.744,1.08531,0.54627,0.36669,0.30849,0.17397,1.54485,2.43387,1.80371,0.000236083,0.000236083,0.000236083
37,494.02,0.76901,0.74609,1.05839,0.52519,0.33965,0.3162,0.17528,1.54197,2.51845,1.7937,0.000220857,0.000220857,0.000220857
38,504.527,0.72551,0.73735,1.06548,0.56895,0.30532,0.30756,0.17523,1.47212,2.55703,1.75447,0.000205631,0.000205631,0.000205631
39,517.985,0.72152,0.70254,1.05549,0.71905,0.26336,0.28691,0.18121,1.44508,2.40742,1.71462,0.000190404,0.000190404,0.000190404
40,532.97,0.7302,0.72697,1.08534,0.43656,0.34558,0.30296,0.17556,1.4472,2.25682,1.72007,0.000175178,0.000175178,0.000175178
41,558.346,0.67328,0.64622,0.98663,0.52701,0.35773,0.32048,0.19244,1.40561,2.36267,1.68594,0.000159952,0.000159952,0.000159952
42,573.199,0.66682,0.62007,1.00113,0.75793,0.31667,0.34505,0.20373,1.40432,2.49623,1.69022,0.000144726,0.000144726,0.000144726
43,584.75,0.64266,0.58426,0.99019,0.63599,0.33639,0.30831,0.2032,1.35557,2.3363,1.65599,0.0001295,0.0001295,0.0001295
44,596.386,0.61678,0.56164,0.9909,0.7207,0.31259,0.30431,0.19336,1.34667,2.20135,1.66628,0.000114273,0.000114273,0.000114273
45,610.009,0.62736,0.54493,0.97804,0.5104,0.35859,0.31039,0.20158,1.32024,2.20084,1.61938,9.90472e-05,9.90472e-05,9.90472e-05
46,621.075,0.58349,0.54504,0.95373,0.62649,0.35644,0.33546,0.22751,1.30861,2.30324,1.60581,8.3821e-05,8.3821e-05,8.3821e-05
47,637.534,0.59533,0.52421,0.9643,0.66082,0.34695,0.33714,0.23427,1.3036,2.3114,1.59801,6.85948e-05,6.85948e-05,6.85948e-05
48,650.821,0.58019,0.48841,0.94542,0.67106,0.34254,0.34167,0.23636,1.33048,2.30053,1.61724,5.33686e-05,5.33686e-05,5.33686e-05
49,661.521,0.55929,0.5096,0.94526,0.65126,0.3483,0.34481,0.2441,1.29529,2.2692,1.58456,3.81424e-05,3.81424e-05,3.81424e-05
50,675.09,0.59721,0.51001,0.98808,0.6794,0.3405,0.34529,0.24648,1.29441,2.29701,1.58847,2.29162e-05,2.29162e-05,2.29162e-05
