epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,3072.99,1.04547,0.95861,1.20084,0.65901,0.2949,0.30364,0.16675,1.86054,2.29406,1.95046,0.000509727,0.000509727,0.000509727
84,3109.58,1.07018,0.96536,1.20055,0.40627,0.3382,0.33253,0.18786,1.88531,2.23062,1.97042,0.000502394,0.000502394,0.000502394
85,3146.12,1.02004,0.90874,1.18778,0.45513,0.28726,0.31471,0.18235,1.8141,2.26771,1.92754,0.000495062,0.000495062,0.000495062
86,3182.45,1.03997,0.93301,1.19109,0.71371,0.26868,0.32113,0.18981,1.83124,2.26033,1.90954,0.000487729,0.000487729,0.000487729
87,3218.86,1.00557,0.88673,1.17242,0.41337,0.35508,0.3335,0.20389,1.8424,2.28778,1.92632,0.000480396,0.000480396,0.000480396
88,3255.14,1.02464,0.92024,1.19008,0.4638,0.33794,0.32833,0.19356,1.86399,2.24858,1.97601,0.000473064,0.000473064,0.000473064
89,3291.63,1.02952,0.94542,1.19508,0.39752,0.39324,0.34901,0.20516,1.87669,2.24525,1.99841,0.000465731,0.000465731,0.000465731
90,3328.05,1.00972,0.91074,1.18869,0.38235,0.34941,0.33625,0.1868,1.82328,2.30059,1.96532,0.000458399,0.000458399,0.000458399
91,3364.57,0.9933,0.87833,1.18305,0.39548,0.34608,0.3091,0.17953,1.75906,2.35001,1.87562,0.000451066,0.000451066,0.000451066
92,3401.23,0.99124,0.8933,1.16708,0.43572,0.34327,0.33537,0.1876,1.81357,2.30404,1.91934,0.000443733,0.000443733,0.000443733
93,3438.1,0.99725,0.87188,1.16927,0.3689,0.32517,0.30699,0.17846,1.87163,2.18251,1.97212,0.000436401,0.000436401,0.000436401
94,3475.22,0.97291,0.87112,1.1586,0.47177,0.30646,0.32194,0.19448,1.81503,2.22895,1.93547,0.000429068,0.000429068,0.000429068
95,3512.47,0.98671,0.85453,1.15223,0.35665,0.32792,0.31462,0.18356,1.8493,2.32986,1.96596,0.000421736,0.000421736,0.000421736
96,3549.59,0.99028,0.88357,1.1663,0.38024,0.32605,0.32258,0.19227,1.84005,2.20896,2.01345,0.000414403,0.000414403,0.000414403
97,3587.32,0.95337,0.84038,1.14189,0.61517,0.27466,0.32617,0.18919,1.85774,2.37264,1.99967,0.00040707,0.00040707,0.00040707
98,3625.04,0.94918,0.81393,1.14309,0.42635,0.39143,0.34767,0.2017,1.912,2.38131,2.04741,0.000399738,0.000399738,0.000399738
99,3660.94,0.94796,0.82456,1.1419,0.31346,0.38125,0.33,0.19036,1.86671,2.35192,2.05975,0.000392405,0.000392405,0.000392405
100,3697.78,0.93171,0.81224,1.14008,0.54078,0.33978,0.32064,0.17949,1.91147,2.25532,2.09992,0.000385073,0.000385073,0.000385073
101,3735.19,0.90982,0.79005,1.12357,0.37278,0.30566,0.31229,0.19157,1.84701,2.31437,2.02376,0.00037774,0.00037774,0.00037774
102,3771.95,0.94065,0.79779,1.13001,0.40638,0.33848,0.31973,0.18971,1.89663,2.34305,1.99815,0.000370407,0.000370407,0.000370407
103,3807.8,0.89624,0.77581,1.10266,0.40552,0.39496,0.33948,0.19563,1.85156,2.28487,2.01625,0.000363075,0.000363075,0.000363075
104,3844.33,0.90558,0.78233,1.10919,0.62856,0.30445,0.34573,0.19999,1.87487,2.41556,1.98543,0.000355742,0.000355742,0.000355742
105,3880.53,0.91825,0.78144,1.11838,0.46328,0.37948,0.37511,0.22765,1.78946,2.23431,1.9109,0.00034841,0.00034841,0.00034841
106,3917.31,0.88993,0.78765,1.10061,0.46649,0.35007,0.35552,0.21094,1.84317,2.29497,1.93764,0.000341077,0.000341077,0.000341077
107,3954.64,0.89954,0.75764,1.09987,0.39577,0.34651,0.33622,0.1953,1.83596,2.25849,1.93603,0.000333744,0.000333744,0.000333744
108,3991.65,0.88973,0.75474,1.10028,0.42484,0.31925,0.34824,0.20397,1.86214,2.4341,1.94754,0.000326412,0.000326412,0.000326412
109,4028.98,0.87997,0.75094,1.09439,0.38331,0.35688,0.34028,0.19751,1.869,2.36362,1.98659,0.000319079,0.000319079,0.000319079
110,4065.41,0.89551,0.75309,1.10072,0.48811,0.32508,0.35936,0.21481,1.84527,2.31891,1.99495,0.000311747,0.000311747,0.000311747
111,4103.37,0.87563,0.74305,1.09867,0.4452,0.31252,0.34787,0.20646,1.83527,2.41584,1.96383,0.000304414,0.000304414,0.000304414
112,4140.62,0.86223,0.752,1.09354,0.42569,0.40141,0.34757,0.20327,1.79588,2.37236,1.95584,0.000297081,0.000297081,0.000297081
113,4179.11,0.86866,0.74231,1.10012,0.68636,0.31259,0.34221,0.197,1.87442,2.30973,2.04205,0.000289749,0.000289749,0.000289749
114,4216.49,0.8549,0.74542,1.08524,0.43942,0.35261,0.35684,0.20262,1.81724,2.3729,1.9601,0.000282416,0.000282416,0.000282416
115,4253.31,0.87076,0.71816,1.10358,0.41614,0.34223,0.34264,0.19411,1.86653,2.46043,2.02994,0.000275084,0.000275084,0.000275084
116,4289.62,0.86137,0.72354,1.09442,0.38506,0.34241,0.33839,0.19648,1.83276,2.47484,1.9682,0.000267751,0.000267751,0.000267751
117,4326.39,0.83853,0.71786,1.0815,0.38818,0.37335,0.35932,0.20973,1.86398,2.41707,2.0281,0.000260418,0.000260418,0.000260418
118,4362.97,0.84338,0.73265,1.09614,0.31658,0.40697,0.34926,0.20495,1.86719,2.29588,2.0467,0.000253086,0.000253086,0.000253086
119,4399.8,0.84362,0.70756,1.08327,0.39223,0.3444,0.35446,0.21821,1.82362,2.29987,1.96723,0.000245753,0.000245753,0.000245753
120,4436.34,0.84979,0.72281,1.08248,0.41551,0.36597,0.36976,0.21346,1.86086,2.38509,2.01119,0.000238421,0.000238421,0.000238421
121,4472.95,0.83677,0.70172,1.08449,0.39201,0.36471,0.35694,0.20328,1.87663,2.39158,2.00776,0.000231088,0.000231088,0.000231088
122,4508.98,0.80703,0.68363,1.06039,0.36761,0.3889,0.37306,0.21522,1.88725,2.34554,2.04178,0.000223755,0.000223755,0.000223755
123,4545.68,0.82748,0.70424,1.08497,0.43432,0.37598,0.36966,0.22029,1.91156,2.38765,2.03339,0.000216423,0.000216423,0.000216423
124,4582.72,0.81515,0.68196,1.06617,0.47924,0.33656,0.36688,0.21104,1.88979,2.3238,2.02847,0.00020909,0.00020909,0.00020909
125,4618.99,0.8435,0.7046,1.09376,0.52194,0.31968,0.37652,0.21101,1.90841,2.40502,2.05121,0.000201758,0.000201758,0.000201758
126,4656.04,0.80481,0.66841,1.05704,0.44799,0.34243,0.35868,0.20082,1.86563,2.40365,2.00598,0.000194425,0.000194425,0.000194425
127,4693.46,0.79377,0.67249,1.05149,0.51757,0.32823,0.36615,0.20559,1.86364,2.38077,2.0167,0.000187092,0.000187092,0.000187092
128,4730.62,0.78574,0.65268,1.05517,0.55264,0.32616,0.36581,0.21411,1.87578,2.31316,2.04338,0.00017976,0.00017976,0.00017976
129,4767.45,0.80437,0.66436,1.05707,0.4526,0.39847,0.37408,0.21228,1.89541,2.30613,2.06943,0.000172427,0.000172427,0.000172427
130,4805.06,0.78036,0.64162,1.04492,0.47723,0.31824,0.36591,0.21073,1.87811,2.33482,2.05759,0.000165095,0.000165095,0.000165095
131,4841.98,0.79138,0.62818,1.06307,0.49922,0.32437,0.3659,0.20924,1.90939,2.30833,2.08551,0.000157762,0.000157762,0.000157762
132,4878.59,0.7859,0.63575,1.05383,0.43636,0.33641,0.3647,0.2144,1.86217,2.31552,1.99623,0.000150429,0.000150429,0.000150429
133,4915.35,0.78277,0.63023,1.03953,0.42392,0.37042,0.36748,0.21329,1.83192,2.31118,1.97671,0.000143097,0.000143097,0.000143097
134,4951.94,0.79421,0.65272,1.04557,0.37785,0.35904,0.34454,0.19957,1.8772,2.32416,2.01815,0.000135764,0.000135764,0.000135764
135,4988.42,0.78424,0.63344,1.05964,0.36516,0.34317,0.3459,0.20598,1.84421,2.28721,2.02121,0.000128432,0.000128432,0.000128432
136,5025.22,0.7699,0.63127,1.04561,0.39769,0.33765,0.35311,0.21281,1.82443,2.25136,2.00861,0.000121099,0.000121099,0.000121099
137,5062.29,0.75203,0.61449,1.02836,0.44237,0.31081,0.3454,0.20562,1.85848,2.27365,2.03435,0.000113766,0.000113766,0.000113766
138,5099.62,0.76697,0.62572,1.0456,0.4606,0.29854,0.35008,0.20917,1.8807,2.2649,2.0835,0.000106434,0.000106434,0.000106434
139,5136.89,0.75191,0.61755,1.04056,0.44107,0.32942,0.35496,0.20932,1.88599,2.29173,2.08763,9.91012e-05,9.91012e-05,9.91012e-05
140,5173.56,0.75269,0.61124,1.03456,0.40356,0.33782,0.35377,0.20978,1.88426,2.26734,2.08056,9.17686e-05,9.17686e-05,9.17686e-05
141,5216.99,0.7236,0.58823,1.00969,0.47289,0.30878,0.35861,0.20792,1.87646,2.28056,2.0675,8.4436e-05,8.4436e-05,8.4436e-05
142,5254.5,0.6653,0.49364,0.97082,0.48281,0.29386,0.34337,0.19934,1.88422,2.30254,2.07215,7.71034e-05,7.71034e-05,7.71034e-05
143,5291.51,0.67103,0.49181,0.98008,0.3587,0.33331,0.33549,0.1953,1.9103,2.30675,2.10889,6.97708e-05,6.97708e-05,6.97708e-05
144,5327.69,0.64527,0.46768,0.95576,0.43087,0.31365,0.34989,0.20162,1.90052,2.30464,2.0785,6.24382e-05,6.24382e-05,6.24382e-05
145,5364.17,0.61496,0.44423,0.93791,0.4542,0.32098,0.35512,0.20682,1.93278,2.32001,2.10951,5.51056e-05,5.51056e-05,5.51056e-05
146,5401.06,0.62569,0.44725,0.94845,0.36196,0.39179,0.35734,0.20626,1.91962,2.32451,2.10474,4.7773e-05,4.7773e-05,4.7773e-05
147,5437.59,0.61105,0.44207,0.93301,0.42383,0.33166,0.3576,0.20918,1.92069,2.29388,2.11863,4.04404e-05,4.04404e-05,4.04404e-05
148,5473.31,0.61162,0.43731,0.94406,0.38388,0.35678,0.35615,0.20944,1.91572,2.30701,2.12454,3.31078e-05,3.31078e-05,3.31078e-05
149,5510.56,0.60168,0.43601,0.93377,0.34841,0.37371,0.35177,0.20433,1.91705,2.31143,2.13081,2.57752e-05,2.57752e-05,2.57752e-05
150,5546.5,0.62705,0.45375,0.95324,0.34117,0.40765,0.35134,0.2041,1.92426,2.31556,2.15081,1.84426e-05,1.84426e-05,1.84426e-05
